Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response,totalSeasons,ratingSite,tomatoMeter
The Adventures of Ford Fairlane,1990,R,1990-07-11,104 min,"Action, Adventure, Comedy, Crime, Music, Mystery",Renny Harlin,"Daniel Waters (screenplay), James Cappe (screenplay), David Arnott (screenplay), James Cappe (story), David Arnott (story), Rex Weiner (characters)","Andrew Dice Clay, Wayne Newton, Priscilla Presley, Morris Day",A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.,English,USA,5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BYzNkZGU3YTItNWEwMi00YzAxLWI4ZTgtZWI5YWIzMTUyMTZhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,24,6.3,15875,tt0098987,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/adventures_of_ford_fairlane/,2003-12-16,N/A,Twentieth Century Fox,N/A,True,NA,Rotten Tomatoes,29%
Pirate Radio,2009,R,2009-11-13,117 min,"Comedy, Drama, Music",Richard Curtis,Richard Curtis,"Michael Hadley, Charlie Rowe, Lucy Fleming, Philip Seymour Hoffman","A band of rogue DJs that captivated Britain, playing the music that defined a generation and standing up to a government that wanted classical music, and nothing else, on the airwaves.",English,"UK, Germany, France",1 win & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTMzMjYzMTMyM15BMl5BanBnXkFtZTcwOTk5NDA5Mg@@._V1_SX300.jpg,58,7.4,100521,tt1131729,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/pirate_radio/,2010-04-13,"$8,000,000",Focus Features,http://filminfocus.com/focusfeatures/film/pirate_radio,True,NA,Rotten Tomatoes,62%
Traffic,2000,R,2001-01-05,147 min,"Crime, Drama, Thriller",Steven Soderbergh,"Simon Moore (miniseries Traffik), Stephen Gaghan (screenplay)","Benicio Del Toro, Jacob Vargas, Andrew Chavez, Michael Saucedo","A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.","English, Spanish","USA, Germany",Won 4 Oscars. Another 69 wins & 83 nominations.,https://m.media-amazon.com/images/M/MV5BNDA2YjNkMjEtZjcwNy00ZTc5LWEzNDItMjE0ODlmMDAzNDFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,86,7.6,184126,tt0181865,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1103281-traffic/,2001-05-29,"$123,836,420",USA Films,http://www.trafficthemovie.com,True,NA,Rotten Tomatoes,92%
Indiana Jones and the Last Crusade,1989,PG-13,1989-05-24,127 min,"Action, Adventure, Fantasy",Steven Spielberg,"Jeffrey Boam (screenplay), George Lucas (story), Menno Meyjes (story), George Lucas (characters), Philip Kaufman (characters)","Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody","In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against Adolf Hitler's Nazis again to stop them obtaining its powers.","English, German, Greek, Arabic",USA,Won 1 Oscar. Another 6 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,65,8.2,620135,tt0097576,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/indiana_jones_and_the_last_crusade/,2003-10-21,N/A,Paramount Pictures,http://www.indianajones.com/,True,NA,Rotten Tomatoes,88%
Anna Karenina,2012,R,2012-09-07,129 min,"Drama, Romance",Joe Wright,"Tom Stoppard (screenplay), Leo Tolstoy (novel)","Matthew Macfadyen, Eric MacLennan, Kelly Macdonald, Theo Morrissey","In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",English,UK,Won 1 Oscar. Another 31 wins & 51 nominations.,https://m.media-amazon.com/images/M/MV5BMTU0NDgxNDg0NV5BMl5BanBnXkFtZTcwMjE4MzkwOA@@._V1_SX300.jpg,63,6.6,83363,tt1781769,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/anna_karenina_2012/,2013-02-19,"$12,802,907",Focus Features,http://focusfeatures.com/anna_karenina,True,NA,Rotten Tomatoes,63%
Chappie,2015,R,2015-03-06,120 min,"Action, Crime, Drama, Sci-Fi, Thriller",Neill Blomkamp,"Neill Blomkamp, Terri Tatchell","Sharlto Copley, Dev Patel, Ninja, Yo-Landi Visser","In the near future, crime is patrolled by a mechanized police force. When one police droid, Chappie, is stolen and given new programming, he becomes the first robot with the ability to think and feel for himself.",English,"South Africa, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNTI4NTIwNl5BMl5BanBnXkFtZTgwMjQ4MTI0NDE@._V1_SX300.jpg,41,6.8,209810,tt1823672,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/chappie/,2015-06-16,N/A,Sony Pictures,http://www.chappie-movie.com/,True,NA,Rotten Tomatoes,32%
The Bone Collector,1999,R,1999-11-05,118 min,"Crime, Drama, Mystery, Thriller",Phillip Noyce,"Jeffery Deaver (book), Jeremy Iacone (screenplay)","Denzel Washington, Angelina Jolie, Queen Latifah, Michael Rooker",A quadriplegic ex-homicide detective and his female partner try to track down a serial killer who is terrorizing New York City.,English,"USA, Canada",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOWQxN2ZmNDMtMzA2Ny00ZDJhLTlkNTgtMWMyZjljY2QzMzNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,45,6.7,139413,tt0145681,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/bone_collector/,2001-08-28,N/A,Universal Studios,http://www.universalpictures.com/bonecollector,True,NA,Rotten Tomatoes,28%
Panic Room,2002,R,2002-03-29,112 min,"Crime, Drama, Thriller",David Fincher,David Koepp,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam","A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",English,USA,1 win & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNmY4ZGFjYTYtMDNmYi00ZDM4LWFjYTgtNmNlZjBmMzg0MzQ3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,65,6.8,232906,tt0258000,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/panic_room/,2002-09-17,"$95,308,367",Sony Pictures,http://www.spe.sony.com/movies/panicroom,True,NA,Rotten Tomatoes,75%
The Tooth Fairy,2006,Not Rated,2006-08-08,89 min,"Horror, Thriller",Chuck Bowman,"Stephen J. Cannell (teleplay), Corey Strode (teleplay), Cookie Rae Brown (teleplay), Daniel Farrands (story), Carolyn Davis (story)","Lochlyn Munro, Chandra West, Steve Bacic, Nicole Muñoz","Darcy Wagner and her ten-and-a-half-year-old daughter Pamela ""Pammy"" are heading to the bed and breakfast of her boyfriend Peter Campbell in the River Bend Road in Northern California. ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BODA1MDg4NzU3OF5BMl5BanBnXkFtZTcwMjc5MDUzMQ@@._V1_SX300.jpg,N/A,4.6,1396,tt0473553,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/tooth_fairy/,2006-08-08,N/A,Anchor Bay Entertainment,N/A,True,NA,Rotten Tomatoes,22%
Three Kings,1999,R,1999-10-01,114 min,"Action, Adventure, Comedy, Drama, War",David O. Russell,"John Ridley (story), David O. Russell (screenplay)","George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.","English, Arabic",USA,8 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BZjQ5MzM1ZGItZDQyYi00ZDQ5LWJkMDQtYTIxZmIwNWQ5NmUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,82,7.1,150993,tt0120188,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/three_kings/,2001-09-04,N/A,Warner Bros. Pictures,http://www.three-kings.com,True,NA,Rotten Tomatoes,94%
Child 44,2015,R,2015-04-17,137 min,"Crime, Drama, History, Thriller",Daniel Espinosa,"Richard Price (screenplay), Tom Rob Smith (novel)","Xavier Atkins, Mark Lewis Jones, Tom Hardy, Joel Kinnaman",A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,"English, Russian","Czech Republic, UK, USA, Russia",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1NTkxOTc5Nl5BMl5BanBnXkFtZTgwODI0NTg0NDE@._V1_SX300.jpg,41,6.5,57931,tt1014763,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/child_44/,2015-08-04,"$1,314,609",Summit Entertainment,http://www.child44film.com/,True,NA,Rotten Tomatoes,25%
Rat Race,2001,PG-13,2001-08-17,112 min,"Adventure, Comedy",Jerry Zucker,Andy Breckman,"Breckin Meyer, Jenica Bergere, Cuba Gooding Jr., Carrie Diamond","A Las Vegas casino magnate, determined to find a new avenue for wagering, sets up a race for money.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BNWEzM2NjMjctM2U3Yi00MGZhLWJlYTYtMWEyYjVjZDEzZjM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,52,6.4,101386,tt0250687,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/rat_race/,2002-01-29,"$55,843,381",Paramount Pictures,http://www.ratracemovie.com,True,NA,Rotten Tomatoes,43%
K-PAX,2001,PG-13,2001-10-26,120 min,"Drama, Sci-Fi",Iain Softley,"Gene Brewer (novel), Charles Leavitt (screenplay)","Kevin Spacey, Jeff Bridges, Mary McCormack, Alfre Woodard","PROT is a patient at a mental hospital who claims to be from a far away planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",English,"USA, Germany",3 nominations.,https://m.media-amazon.com/images/M/MV5BMjE5ZDVkNDAtMTJmYy00NzkzLTg2ZDUtOTZkOTU1ZDYwYTFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,49,7.4,165724,tt0272152,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/kpax/,2002-03-26,"$50,040,205",Universal Pictures,http://www.k-pax.com,True,NA,Rotten Tomatoes,41%
Kate & Leopold,2001,PG-13,2001-12-25,118 min,"Comedy, Fantasy, Romance",James Mangold,"Steven Rogers (story), James Mangold (screenplay), Steven Rogers (screenplay)","Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer",An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.,"English, French",USA,Nominated for 1 Oscar. Another 1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BNmNlN2VlOTctYTdhMS00NzUxLTg0ZGMtYWE2ZTJmMThlMTk2XkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,44,6.4,73372,tt0035423,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/kate_and_leopold/,2002-06-11,"$47,095,453",Miramax Films,http://www.kateandleopold-themovie.com,True,NA,Rotten Tomatoes,50%
Bedazzled,2000,PG-13,2000-10-20,93 min,"Comedy, Fantasy",Harold Ramis,"Peter Cook (based on the motion picture screenplay by), Peter Cook (based on the motion picture story by), Dudley Moore (based on the motion picture story by), Larry Gelbart (screenplay), Harold Ramis (screenplay), Peter Tolan (screenplay)","Brendan Fraser, Elizabeth Hurley, Frances O'Connor, Miriam Shor","Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul.","English, Spanish, Russian","USA, Germany",1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODgxOTg5OGUtOWViMC00NjM5LWEyMTQtN2M4NTBjYWUzOWUzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,49,6,90101,tt0230030,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1101051-bedazzled/,2001-12-18,N/A,20th Century Fox,http://www.bedazzledmovie.com,True,NA,Rotten Tomatoes,49%
The Cotton Club,1984,R,1984-12-14,127 min,"Crime, Drama, Music",Francis Ford Coppola,"William Kennedy (screenplay), Francis Ford Coppola (screenplay), William Kennedy (story), Francis Ford Coppola (story), Mario Puzo (story), Jim Haskins (pictorial history ""The Cotton Club"")","Richard Gere, Gregory Hines, Diane Lane, Lonette McKee","The Cotton Club was a famous night club in Harlem. The story follows the people who visited the club, those who ran it, and is peppered with the Jazz music that made it so famous.","English, Italian",USA,Nominated for 2 Oscars. Another 1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMWU2NGMxNTctNDc4MC00ZTdkLTlhYjItMTRjMmMxZDBjZTMwXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,68,6.5,14670,tt0087089,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/cotton_club/,2000-01-19,N/A,Nelson Entertainment,N/A,True,NA,Rotten Tomatoes,74%
3:10 to Yuma,2007,R,2007-09-07,122 min,"Action, Crime, Drama, Western",James Mangold,"Halsted Welles (screenplay), Michael Brandt (screenplay), Derek Haas (screenplay), Elmore Leonard (short story)","Russell Crowe, Christian Bale, Logan Lerman, Dallas Roberts",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"English, Chinese",USA,Nominated for 2 Oscars. Another 3 wins & 30 nominations.,https://m.media-amazon.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1_SX300.jpg,76,7.7,265744,tt0381849,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/310_to_yuma/,2008-01-08,"$53,574,088",Lionsgate Films,http://www.310toyumathefilm.com/,True,NA,Rotten Tomatoes,89%
Taken 3,2014,PG-13,2015-01-09,108 min,"Action, Thriller",Olivier Megaton,"Luc Besson, Robert Mark Kamen, Luc Besson (characters), Robert Mark Kamen (based on characters created by)","Liam Neeson, Forest Whitaker, Famke Janssen, Maggie Grace","Ex-government operative Bryan Mills is accused of a ruthless murder he never committed or witnessed. As he is tracked and pursued, Mills brings out his particular set of skills to find the true killer and clear his name.","English, Russian","France, USA, Spain",3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BNjM5MDU3NTY0M15BMl5BanBnXkFtZTgwOTk2ODU2MzE@._V1_SX300.jpg,26,6,161334,tt2446042,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/taken_3/,2015-04-21,N/A,20th Century Fox,http://takenmovie.com/,True,NA,Rotten Tomatoes,12%
Out of Sight,1998,R,1998-06-26,123 min,"Crime, Drama, Romance, Thriller",Steven Soderbergh,"Elmore Leonard (novel), Scott Frank (screenplay)","George Clooney, Jennifer Lopez, Jim Robinson, Mike Malone","A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",English,USA,Nominated for 2 Oscars. Another 13 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMjA0MjMwNTE4Nl5BMl5BanBnXkFtZTgwNjExNzQxMTE@._V1_SX300.jpg,85,7,78706,tt0120780,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1083436-1083436-out_of_sight/,1999-05-04,N/A,Universal Pictures,N/A,True,NA,Rotten Tomatoes,93%
The Cable Guy,1996,PG-13,1996-06-14,96 min,"Comedy, Drama, Thriller",Ben Stiller,Lou Holtz Jr.,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black","A lonely and mentally disturbed cable guy raised on television just wants a new friend, but his target, a designer, rejects him, with bad consequences.","English, French",USA,3 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMzE3ZTc5ZjctN2RhZS00NTljLWFkNzgtYWQ1ZjA2NTJmOWE4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,56,6.1,139300,tt0115798,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/cable_guy/,2000-08-08,N/A,Sony Pictures Home Entertainment,N/A,True,NA,Rotten Tomatoes,53%
Earth,1998,UNRATED,1999-07-07,110 min,"Drama, Romance, War",Deepa Mehta,"Deepa Mehta, Bapsi Sidhwa (novel)","Aamir Khan, Nandita Das, Rahul Khanna, Maia Sethna",It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl witnesses tragedy as her ayah (nanny) is caught between the love of two men and the rising tide of political and religious violence.,"Hindi, English, Gujarati, Panjabi, Urdu","India, Canada",1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxNzQ2ODYyNl5BMl5BanBnXkFtZTcwMzY5MjYxMQ@@._V1_SX300.jpg,71,7.8,6466,tt0150433,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/earth_1999/,2003-04-15,N/A,Zeitgeist Films,N/A,True,NA,Rotten Tomatoes,86%
Dick Tracy,1990,PG,1990-06-15,105 min,"Action, Comedy, Crime, Music, Romance, Thriller",Warren Beatty,"Chester Gould (based on characters created by: for the Dick Tracy comic strip distributed by Tribune Media Services,  Inc.), Jim Cash, Jack Epps Jr.","Warren Beatty, Charlie Korsmo, Michael Donovan O'Donnell, Jim Wilkey",The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,English,USA,Won 3 Oscars. Another 6 wins & 36 nominations.,https://m.media-amazon.com/images/M/MV5BMzA5MDg5ZDAtOWE1YS00Nzg2LTk5NzUtMDY3ZDZlN2U2M2ZlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,6.1,52852,tt0099422,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/1029314-dick_tracy/,2002-04-02,N/A,Buena Vista Pictures,N/A,True,NA,Rotten Tomatoes,64%
The Thomas Crown Affair,1999,R,1999-08-06,113 min,"Crime, Romance, Thriller",John McTiernan,"Alan Trustman (story), Leslie Dixon (screenplay), Kurt Wimmer (screenplay)","Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara","A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.","English, German, Polish, French",USA,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMmU0N2RiNTAtN2U4MS00MWExLTkzNGYtOTVhNmVmZmNlOTUzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,72,6.8,80728,tt0155267,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/thomas_crown_affair_the/,2000-01-04,N/A,MGM/UA,http://www.mgm.com/thethomascrownaffair,True,NA,Rotten Tomatoes,70%
Riding in Cars with Boys,2001,PG-13,2001-10-19,132 min,"Biography, Comedy, Drama",Penny Marshall,"Beverly D'Onofrio (book), Morgan Ward (screenplay)","Drew Barrymore, Steve Zahn, Adam Garcia, Brittany Murphy","A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BOGM5MzU5NTgtMmJjZC00Y2E2LThhZGQtMGE5YzUxZTgwZDdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,43,6.5,25019,tt0200027,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/riding_in_cars_with_boys/,2002-03-19,"$29,601,298",Columbia Pictures,http://www.spe.sony.com/movies/ridingincars,True,NA,Rotten Tomatoes,49%
First Blood,1982,R,1982-10-22,93 min,"Action, Adventure",Ted Kotcheff,"David Morrell (based on the novel by), Michael Kozoll (screenplay by), William Sackheim (screenplay by), Sylvester Stallone (screenplay by)","Sylvester Stallone, Richard Crenna, Brian Dennehy, Bill McKinney","Former Green Beret John Rambo is pursued into the mountains surrounding a small town by a tyrannical sheriff and his deputies, forcing him to survive using his combat skills.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BODBmOWU2YWMtZGUzZi00YzRhLWJjNDAtYTUwNWVkNDcyZmU5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,61,7.7,197814,tt0083944,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/first_blood/,2000-08-29,N/A,Orion Pictures,N/A,True,NA,Rotten Tomatoes,88%
Solaris,1971,PG,1972-09-26,167 min,"Drama, Mystery, Sci-Fi",Andrei Tarkovsky,"Stanislaw Lem (novel), Fridrikh Gorenshteyn (screenplay), Andrei Tarkovsky (screenplay)","Natalya Bondarchuk, Donatas Banionis, Jüri Järvet, Vladislav Dvorzhetskiy",A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,"Russian, German",Soviet Union,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BZmY4Yjc0OWQtZDRhMy00ODc2LWI2NGYtMWFlODYyN2VlNDQyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,90,8.1,68131,tt0069293,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/solaris_1976/,2002-11-26,N/A,Kino International,N/A,True,NA,Rotten Tomatoes,96%
Happily N'Ever After,2006,PG,2007-01-05,87 min,"Animation, Adventure, Comedy, Family, Fantasy","Paul Bolger, Yvette Kaplan, Greg Tiernan, Dino Athanassiou","Robert Moreland, Doug Langdale (additional writing), Andre Sikojev (based on a story idea by)","George Carlin, John DiMaggio, Andy Dick, Sarah Michelle Gellar","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",English,"USA, Germany, Canada, UK",1 nomination.,https://m.media-amazon.com/images/M/MV5BNzA3MTA0Mjk1M15BMl5BanBnXkFtZTcwNTE0NTQ0MQ@@._V1_SX300.jpg,28,4.5,9343,tt0308353,movie,N/A,NA,NA,NA,NA,N/A,NA,NA,NA,http://www.rottentomatoes.com/m/happily_never_after/,2007-05-01,"$151,873,410",Lionsgate,http://www.happilyneverafterthefilm.com/,True,NA,Rotten Tomatoes,4%
